"Bill Type",Carrier,"AWB Number","Shipment Status","Seller Company Name","Shipment ID","Order ID","Payment Type",Pincode,City,"Charged Weight","Foward Freight","RTO Freight","Extra Wgt Charges","RTO Extra Wgt Charges","COD Charges","Sub Total",IGST,SGST,CGST,"Grand Total","Order Amount","Warehouse City","Warehouse State","Warehouse Pin Code",SKU(1),Product(1),Quantity(1),SKU(2),Product(2),Quantity(2),SKU(3),Product(3),Quantity(3),SKU(4),Product(4),Quantity(4),SKU(5),Product(5),Quantity(5),SKU(6),Product(6),Quantity(6),SKU(7),Product(7),Quantity(7),SKU(8),Product(8),Quantity(8),SKU(9),Product(9),Quantity(9),SKU(10),Product(10),Quantity(10)
Forward,"DKT-GO NDD 2kg",DKTGO-7339980396,Cancelled,Namo,102497,2025121905155112,COD,226003,LUCKNOW,3,0,0,0,0,0,0,0,0,0,0,1,LUCKNOW,"Uttar Pradesh",226004,SHU-0002,Shop,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO NDD 2kg",DKTGO-8297532765,Exception,Namo,102501,2025121905155112-Copy,COD,226003,LUCKNOW,3,74,0,0,0,18,92,16.56,0,0,108.56,1,LUCKNOW,"Uttar Pradesh",226004,SHU-0002,Shop,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO NDD 2kg",DKTGO-1838171010,Delivered,Namo,102507,2025121905155112-Copy-Copy,COD,226003,LUCKNOW,3,74,0,0,0,18,92,16.56,0,0,108.56,1,LUCKNOW,"Uttar Pradesh",226004,SHU-0002,Shop,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO NDD 2kg",DKTGO-1629853911,Delivered,Namo,103865,2025121905155113,COD,226003,LUCKNOW,3,74,0,0,0,18,92,16.56,0,0,108.56,1,LUCKNOW,"Uttar Pradesh",226004,SHU-0002,Shop,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO NDD 2kg",DKTGO-5322463087,Delivered,Namo,103866,2025121905155113-Copy,COD,226003,LUCKNOW,3,74,0,0,0,18,92,16.56,0,0,108.56,1,LUCKNOW,"Uttar Pradesh",226004,SHU-0002,Shop,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO NDD 2kg",DKTGO-9304915001,Cancelled,Namo,107298,2025121905155113-Copy-Copy-Copy,COD,226003,LUCKNOW,3,0,0,0,0,0,0,0,0,0,0,1,LUCKNOW,"Uttar Pradesh",226004,SHU-0002,Shop,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310727985,Cancelled,Namo,109388,123987653-4554321-23123,PREPAID,273016,"Greater Noida",1,0,0,0,0,0,0,0,0,0,0,1100,"Greater Noida",UttarPradesh,201310,SKU001-hsn1234,"Product A",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO NDD 2kg",DKTGO-0191589170,Cancelled,Namo,109760,20251219051551132-Copy-Copy,COD,226003,LUCKNOW,3,0,0,0,0,0,0,0,0,0,0,1,LUCKNOW,"Uttar Pradesh",226004,SHU-0002,Shop,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310750761,Cancelled,Namo,114175,20251219051551130,COD,226003,LUCKNOW,3,0,0,0,0,0,0,0,0,0,0,1,LUCKNOW,"Uttar Pradesh",226004,SHU-0002,Shop,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO NDD 2kg",DKTGO-9524097910,"Out For Delivery",Namo,114179,20251219051551130,COD,226003,LUCKNOW,3,74,0,0,0,18,92,16.56,0,0,108.56,1,"SARIJANI NAGAR","UTTAR PRADESH",226401,SHU-0002,Shop,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO NDD 2kg",DKTGO-6732844590,Cancelled,Namo,114920,20251219051551139,COD,226003,LUCKNOW,3,0,0,0,0,0,0,0,0,0,0,1,"SARIJANI NAGAR","UTTAR PRADESH",226401,SHU-0002,Shop,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO NDD 2kg",DKTGO-4635280979,Delivered,Namo,115303,20251219051551139-Copy-Copy,COD,226003,LUCKNOW,3,74,0,0,0,18,92,16.56,0,0,108.56,1,"SARIJANI NAGAR","UTTAR PRADESH",226401,SHU-0002,Shop,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
