"Bill Type",Carrier,"AWB Number","Shipment Status","Seller Company Name","Shipment ID","Order ID","Payment Type",Pincode,City,"Charged Weight","Foward Freight","RTO Freight","Extra Wgt Charges","RTO Extra Wgt Charges","COD Charges","Sub Total",IGST,SGST,CGST,"Grand Total","Order Amount","Warehouse City","Warehouse State","Warehouse Pin Code",SKU(1),Product(1),Quantity(1),SKU(2),Product(2),Quantity(2),SKU(3),Product(3),Quantity(3),SKU(4),Product(4),Quantity(4),SKU(5),Product(5),Quantity(5),SKU(6),Product(6),Quantity(6),SKU(7),Product(7),Quantity(7),SKU(8),Product(8),Quantity(8),SKU(9),Product(9),Quantity(9),SKU(10),Product(10),Quantity(10)
Forward,"Delhivery 2 Kg - DKT",35653710011524,Delivered,"Critical Path Technologies Private Limited",43982,1001,PREPAID,412307,PUNE,2,132.3,0,0,0,0,132.3,0,11.91,11.91,156.11,30000,GURGAON,Haryana,122001,,Ipad,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 10 Kg - DKT",35649410000980,Cancelled,"Critical Path Technologies Private Limited",46220,1002,PREPAID,560099,Bengaluru,14,0,0,0,0,0,0,0,0,0,0,5000,"NEW DELHI",Delhi,110042,SKU001,Bottles,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 10 Kg - DKT",35649410000991,Cancelled,"Critical Path Technologies Private Limited",46226,1001,PREPAID,500006,Hydebrabad,14,0,0,0,0,0,0,0,0,0,0,5000,"NEW DELHI",Delhi,110042,SKU001,Bottles,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Xpressbees 10 Kg - DKT",153700750000646,Delivered,"Critical Path Technologies Private Limited",46245,1003,PREPAID,400104,Mumbau,14,426.3,0,0,0,0,426.3,0,38.37,38.37,503.03,5000,"NEW DELHI",Delhi,110042,SKU001,Bottles,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 10 Kg - DKT",35649410001013,Delivered,"Critical Path Technologies Private Limited",46872,1002-Copy,PREPAID,560099,Bengaluru,14,532.14,0,0,0,0,532.14,0,47.89,47.89,627.92,5000,"NEW DELHI",Delhi,110042,SKU001,Bottles,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 10 Kg - DKT",35649410001024,Delivered,"Critical Path Technologies Private Limited",46873,1001-Copy,PREPAID,500006,Hydebrabad,14,532.14,0,0,0,0,532.14,0,47.89,47.89,627.92,5000,"NEW DELHI",Delhi,110042,SKU001,Bottles,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 10 Kg - DKT",35649410001046,Cancelled,"Critical Path Technologies Private Limited",47116,1003-Copy,PREPAID,400104,Mumbau,14,0,0,0,0,0,0,0,0,0,0,5000,"NEW DELHI",Delhi,110042,SKU001,Bottles,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 10 Kg - DKT",35649410000696,Delivered,"Critical Path Technologies Private Limited",37468,10004,PREPAID,412308,Maharastra,26,0,0,493.93,0,0,493.93,0,44.45,44.45,582.84,5000,"NEW DELHI",Delhi,110042,SKU002,Tumbler,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 10 Kg - DKT",35649410000674,Delivered,"Critical Path Technologies Private Limited",37466,10002,PREPAID,412308,Maharastra,32,0,0,740.9,0,0,740.9,0,66.68,66.68,874.26,5000,"NEW DELHI",Delhi,110042,SKU001,Bottles,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 10 Kg - DKT",35649410001061,Cancelled,"Critical Path Technologies Private Limited",49002,1001,PREPAID,411061,Pune,14,617.41,0,0,0,0,617.41,0,55.57,55.57,728.54,5000,"NEW DELHI",Delhi,110042,SKU001,Bottles,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 10 Kg - DKT",35649410001072,Cancelled,"Critical Path Technologies Private Limited",49003,1002,PREPAID,411061,Pune,14,617.41,0,0,0,0,617.41,0,55.57,55.57,728.54,5000,"NEW DELHI",Delhi,110042,SKU001,Bottles,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 10 Kg - DKT",35649410001083,Cancelled,"Critical Path Technologies Private Limited",49004,1003,PREPAID,411061,Pune,14,617.41,0,0,0,0,617.41,0,55.57,55.57,728.54,8750,"NEW DELHI",Delhi,110042,SKU001,Tumbler,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
