"Bill Type",Carrier,"AWB Number","Shipment Status","Seller Company Name","Shipment ID","Order ID","Payment Type",Pincode,City,"Charged Weight","Foward Freight","RTO Freight","Extra Wgt Charges","RTO Extra Wgt Charges","COD Charges","Sub Total",IGST,SGST,CGST,"Grand Total","Order Amount","Warehouse City","Warehouse State","Warehouse Pin Code",SKU(1),Product(1),Quantity(1),SKU(2),Product(2),Quantity(2),SKU(3),Product(3),Quantity(3),SKU(4),Product(4),Quantity(4),SKU(5),Product(5),Quantity(5),SKU(6),Product(6),Quantity(6),SKU(7),Product(7),Quantity(7),SKU(8),Product(8),Quantity(8),SKU(9),Product(9),Quantity(9),SKU(10),Product(10),Quantity(10)
Forward,"Delhivery 500 gms - DKT",35604310204713,Cancelled,"Digitrove LLP",31849,202507010125219,PREPAID,190005,SRINAGAR,0.5,0,0,0,0,0,0,0,0,0,0,1000,GURGAON,GURGAON,122017,,Documents,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310204735,Cancelled,"Digitrove LLP",31858,202507010125219,PREPAID,190005,SRINAGAR,0.5,0,0,0,0,0,0,0,0,0,0,1000,GURGAON,GURGAON,122017,,Documents,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 10 Kg - DKT",35649410000350,Delivered,"Digitrove LLP",32086,202507021105284,PREPAID,122018,GURGAON,19,823.21,0,0,0,0,823.21,148.18,0,0,971.39,5600,SOLAN,"Himachal Pradesh",173211,,"Aspen Shavings",4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 10 Kg - DKT",35649410000545,Delivered,"Digitrove LLP",32955,202507071136307,PREPAID,400050,MUMBAI,10,452.76,0,0,0,0,452.76,81.5,0,0,534.26,3000,SOLAN,"Himachal Pradesh",173211,,"Aspen Chips",2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310218466,Delivered,"Digitrove LLP",33577,202507101137241,PREPAID,248171,DEHRADUN,0.5,54.39,0,0,0,0,54.39,9.79,0,0,64.18,499,SOLAN,"Himachal Pradesh",173211,,"Soft Wood Chew",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310224103,Delivered,"Digitrove LLP",34312,202507141129534,PREPAID,122011,GURGAON,0.5,54.39,0,0,0,0,54.39,9.79,0,0,64.18,499,SOLAN,"Himachal Pradesh",173211,,"Soft Wood Chew",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Amazon 5 kg",361967333182,Cancelled,"Digitrove LLP",34320,202507141135566-Copy,PREPAID,400064,MUMBAI,5,0,0,0,0,0,0,0,0,0,0,1500,SOLAN,"Himachal Pradesh",173211,,"Aspen Chips",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Amazon 2 kg",361967685472,Cancelled,"Digitrove LLP",34323,202507141155294,COD,400058,MUMBAI,5,0,0,0,0,0,0,0,0,0,0,1400,SOLAN,"Himachal Pradesh",173211,,"Aspen Shavings",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Xpressbees 500 gms - DKT",153689150101047,Delivered,"Digitrove LLP",34638,202507151050378-Copy,PREPAID,201005,GHAZIABAD,0.5,55.81,0,0,0,0,55.81,10.04,0,0,65.85,229,SOLAN,"Himachal Pradesh",173211,,"Hard Wood Chew",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Amazon 2 kg",361998884974,Cancelled,"Digitrove LLP",34640,202507151057299,PREPAID,400012,MUMBAI,5,0,0,0,0,0,0,0,0,0,0,1500,SOLAN,"Himachal Pradesh",173211,,"Aspen Chips",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Amazon 2 kg",362038359551,Cancelled,"Digitrove LLP",34848,202507160128012-Copy,PREPAID,201001,GHAZIABAD,2,0,0,0,0,0,0,0,0,0,0,1000,DHARAMPUR,"Himachal Pradesh",171209,,honey,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Amazon 2 kg",362038427168,Cancelled,"Digitrove LLP",34851,202507160128012-Copy-Copy-Copy,PREPAID,201001,GHAZIABAD,2,0,0,0,0,0,0,0,0,0,0,1000,DHARAMPUR,"Himachal Pradesh",171209,,honey,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Amazon 2 kg",362065673781,Rto,"Digitrove LLP",35232,202507160128012-Copy-Copy,PREPAID,201001,GHAZIABAD,2,111.72,111.72,0,0,0,223.44,40.22,0,0,263.66,1000,DHARAMPUR,"Himachal Pradesh",171209,,honey,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310200196,Cancelled,"Digitrove LLP",31370,202506300237026,PREPAID,465001,SHAJAPUR,0.5,-54.39,0,0,0,0,-54.39,-9.79,0,0,-64.18,229,GURGAON,GURGAON,122017,,"Hard Wood Chew",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Amazon 500 gms",362111249373,Cancelled,"Digitrove LLP",35689,202507190701498,PREPAID,502307,MEDAK,0.5,0,0,0,0,0,0,0,0,0,0,499,DHARAMPUR,"Himachal Pradesh",171209,,"Soft Wood Chew",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Amazon 500 gms",362111272982,Booked,"Digitrove LLP",35690,202507190701498-Copy,PREPAID,502307,MEDAK,0.5,34.11,0,0,0,0,34.11,6.14,0,0,40.25,499,SOLAN,"Himachal Pradesh",173211,,"Soft Wood Chew",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 5 Kg - DKT",35655310002004,Cancelled,"Digitrove LLP",36827,405-3124369-2769156,PREPAID,401102,VANGAON,10,0,0,0,0,0,0,0,0,0,0,4200,SOLAN,"Himachal Pradesh",173211,B0D572VP9C,"RiderZone Moriri V2 Motorcycle Saddlebag | 50L | Waterproof | Universal Fit | Ideal for Upswept Exhaust Bikes",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 5 Kg - DKT",35655310002015,Delivered,"Digitrove LLP",36828,405-3124369-2769156-2,PREPAID,401102,VANGAON,10,452.77,0,0,0,0,452.77,81.5,0,0,534.27,4200,HYDERABAD,Telangana,500015,B0D572VP9C,"RiderZone Moriri V2 Motorcycle Saddlebag | 50L | Waterproof | Universal Fit | Ideal for Upswept Exhaust Bikes",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Amazon 2 kg",362338203011,Booked,"Digitrove LLP",37023,202507281154215,PREPAID,458001,MANDSAUR,5,244.03,0,0,0,0,244.03,43.92,0,0,287.95,1500,SOLAN,"Himachal Pradesh",173211,,"Aspen Chips",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Amazon 2 kg",362338338065,Booked,"Digitrove LLP",37026,202507281159462,COD,590006,BELGAUM,5,244.03,0,0,0,35.28,279.31,50.27,0,0,329.58,1500,SOLAN,"Himachal Pradesh",173211,,"Aspen Chips",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 5 Kg - DKT",35655310002026,Delivered,"Digitrove LLP",37348,202507301123344-Copy,PREPAID,400053,MUMBAI,5,232.26,0,0,0,0,232.26,41.81,0,0,274.07,1400,SOLAN,"Himachal Pradesh",173211,,"Aspen Shavings",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
