"Bill Type",Carrier,"AWB Number","Shipment Status","Seller Company Name","Shipment ID","Order ID","Payment Type",Pincode,City,"Charged Weight","Foward Freight","RTO Freight","Extra Wgt Charges","RTO Extra Wgt Charges","COD Charges","Sub Total",IGST,SGST,CGST,"Grand Total","Order Amount","Warehouse City","Warehouse State","Warehouse Pin Code",SKU(1),Product(1),Quantity(1),SKU(2),Product(2),Quantity(2),SKU(3),Product(3),Quantity(3),SKU(4),Product(4),Quantity(4),SKU(5),Product(5),Quantity(5),SKU(6),Product(6),Quantity(6),SKU(7),Product(7),Quantity(7),SKU(8),Product(8),Quantity(8),SKU(9),Product(9),Quantity(9),SKU(10),Product(10),Quantity(10)
Forward,"Amazon 500 gms",362757996709,Delivered,"Digitrove LLP",39996,202508130440004,PREPAID,421201,DOMBIVILI,0.5,34.11,0,0,0,0,34.11,6.14,0,0,40.25,458,SOLAN,"Himachal Pradesh",173211,,"Hard Wood Chew",2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 5 Kg - DKT",35655310002111,Delivered,"Digitrove LLP",40280,202508161116398,PREPAID,500081,HYDERABAD,9,408.67,0,0,0,0,408.67,73.56,0,0,482.23,2800,SOLAN,"Himachal Pradesh",173211,,"Aspen Shavings",2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Amazon 5 kg",362900710954,Delivered,"Digitrove LLP",40928,202508201115199,PREPAID,250004,MEERUT,5,252.84,0,0,0,0,252.84,45.51,0,0,298.35,1500,SOLAN,"Himachal Pradesh",173211,,"Aspen Chips",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Amazon 10 kg",362907132087,Delivered,"Digitrove LLP",41182,202508200354169,PREPAID,201304,NOIDA,14,690.92,0,0,0,0,690.92,124.36,0,0,815.28,4200,SOLAN,"Himachal Pradesh",173211,,"Aspen Shavings",3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Amazon 5 kg",361967333182,Delivered,"Digitrove LLP",34320,202507141135566-Copy,PREPAID,400064,MUMBAI,5,252.84,0,0,0,0,252.84,45.51,0,0,298.35,1500,SOLAN,"Himachal Pradesh",173211,,"Aspen Chips",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Amazon 2 kg",361967685472,Delivered,"Digitrove LLP",34323,202507141155294,COD,400058,MUMBAI,5,244.03,0,0,0,35.28,279.31,50.27,0,0,329.58,1400,SOLAN,"Himachal Pradesh",173211,,"Aspen Shavings",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Amazon 2 kg",361998884974,Delivered,"Digitrove LLP",34640,202507151057299,PREPAID,400012,MUMBAI,5,244.03,0,0,0,0,244.03,43.92,0,0,287.95,1500,SOLAN,"Himachal Pradesh",173211,,"Aspen Chips",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Amazon 2 kg",362338338065,Rto,"Digitrove LLP",37026,202507281159462,COD,590006,BELGAUM,5,0,244.03,0,0,-35.28,208.75,37.57,0,0,246.32,1500,SOLAN,"Himachal Pradesh",173211,,"Aspen Chips",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 5 Kg - DKT",35655310002155,Rto,"Digitrove LLP",42005,202508250739223,PREPAID,734004,SILIGURI,5,232.26,0,0,0,0,232.26,41.81,0,0,274.07,1400,SOLAN,"Himachal Pradesh",173211,,"Aspen Shavings",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Amazon 2 kg",362338203011,Rto,"Digitrove LLP",37023,202507281154215,PREPAID,458001,MANDSAUR,5,0,244.03,0,0,0,244.03,43.92,0,0,287.95,1500,SOLAN,"Himachal Pradesh",173211,,"Aspen Chips",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 5 Kg - DKT",35655310002166,Delivered,"Digitrove LLP",42473,202508280601443,PREPAID,333031,PILANI,5,232.26,0,0,0,0,232.26,41.81,0,0,274.07,1500,SOLAN,"Himachal Pradesh",173211,,"Aspen Chips",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310283754,Delivered,"Digitrove LLP",42531,202508291125479-Copy,PREPAID,574116,UDUPI,0.5,54.39,0,0,0,0,54.39,9.79,0,0,64.18,229,SOLAN,"Himachal Pradesh",173211,,"Hard Wood Chew",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
