"Bill Type",Carrier,"AWB Number","Shipment Status","Seller Company Name","Shipment ID","Order ID","Payment Type",Pincode,City,"Charged Weight","Foward Freight","RTO Freight","Extra Wgt Charges","RTO Extra Wgt Charges","COD Charges","Sub Total",IGST,SGST,CGST,"Grand Total","Order Amount","Warehouse City","Warehouse State","Warehouse Pin Code",SKU(1),Product(1),Quantity(1),SKU(2),Product(2),Quantity(2),SKU(3),Product(3),Quantity(3),SKU(4),Product(4),Quantity(4),SKU(5),Product(5),Quantity(5),SKU(6),Product(6),Quantity(6),SKU(7),Product(7),Quantity(7),SKU(8),Product(8),Quantity(8),SKU(9),Product(9),Quantity(9),SKU(10),Product(10),Quantity(10)
Forward,"Delhivery 500 gms - DKT",35604310129791,Cancelled,Demo,21265,1745075367,COD,122001,GURGAON,0.5,0,0,0,0,0,0,0,0,0,0,100,Delhi,"New Delhi",110001,,p1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Blue Dart 500 gms",77845770472,Cancelled,Demo,21952,#1096-Copy,COD,160027,CHANDIGARH,0.5,0,0,0,0,0,0,0,0,0,0,590,"NEW DELHI",Delhi,110096,,Book,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Ecom Express 500 gms",411014662450,Cancelled,Demo,22467,202504210630326,COD,412207,PUNE,0.5,0,0,0,0,0,0,0,0,0,0,100,"NEW DELHI",Delhi,110096,GIFT,GIFT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310131622,Cancelled,Demo,22471,202504210630326,COD,412207,PUNE,0.5,0,0,0,0,0,0,0,0,0,0,100,"NEW DELHI",Delhi,110096,GIFT,GIFT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Xpressbees 2 Kg - DKT",153700550000714,Cancelled,Demo,22480,668506,PREPAID,110001,NAGALAND,4,0,0,0,0,0,0,0,0,0,0,2290,CHANDIGARH,Uttarakhand,160045,R100,"Reedle Shot 100 Essence 50ml",1,BL01WAC00480005000," Madagascar Centella Cream 30ml",1,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 2 Kg - DKT",35653710005703,Cancelled,Demo,22610,202504210630326,COD,412207,PUNE,2,0,0,0,0,0,0,0,0,0,0,100,"NEW DELHI",Delhi,110096,GIFT,GIFT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 2 Kg - DKT",35653710005714,Cancelled,Demo,22611,202504210630326,COD,412207,PUNE,2,0,0,0,0,0,0,0,0,0,0,100,"NEW DELHI",Delhi,110096,GIFT,GIFT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Xpressbees 2 Kg - DKT",153700550000428,Cancelled,Demo,22612,6685226,PREPAID,110001,NAGALAND,4,0,0,0,0,0,0,0,0,0,0,2290,CHANDIGARH,Uttarakhand,160045,R100,"Reedle Shot 100 Essence 50ml",1,BL01WAC00480005000," Madagascar Centella Cream 30ml",1,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Xpressbees 2 Kg - DKT",153700550001453,Cancelled,Demo,22613,6685226,PREPAID,110001,NAGALAND,4,0,0,0,0,0,0,0,0,0,0,2290,CHANDIGARH,Uttarakhand,160045,R100,"Reedle Shot 100 Essence 50ml",1,BL01WAC00480005000," Madagascar Centella Cream 30ml",1,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DTDC Air 500 gms",I75294160,Cancelled,Demo,22939,202504210630326,COD,412207,PUNE,0.5,0,0,0,0,0,0,0,0,0,0,100,"NEW DELHI",Delhi,110096,GIFT,GIFT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 2 Kg - DKT",35653710005806,Cancelled,Demo,22940,202504210630326,COD,412207,PUNE,2,0,0,0,0,0,0,0,0,0,0,100,"NEW DELHI",Delhi,110096,GIFT,GIFT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Xpressbees 2 Kg - DKT",153700550000431,Cancelled,Demo,22941,6685226,PREPAID,110001,NAGALAND,4,0,0,0,0,0,0,0,0,0,0,2290,CHANDIGARH,Uttarakhand,160045,R100,"Reedle Shot 100 Essence 50ml",1,BL01WAC00480005000," Madagascar Centella Cream 30ml",1,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Xpressbees 500 gms - DKT",153689150001653,Cancelled,Demo,23974,1748147017,COD,110001,Delhi,0.5,0,0,0,0,0,0,0,0,0,0,500,Delhi,"New Delhi",110001,we,Tshirt,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
