"Bill Type",Carrier,"AWB Number","Shipment Status","Seller Company Name","Shipment ID","Order ID","Payment Type",Pincode,City,"Charged Weight","Foward Freight","RTO Freight","Extra Wgt Charges","RTO Extra Wgt Charges","COD Charges","Sub Total",IGST,SGST,CGST,"Grand Total","Order Amount","Warehouse City","Warehouse State","Warehouse Pin Code",SKU(1),Product(1),Quantity(1),SKU(2),Product(2),Quantity(2),SKU(3),Product(3),Quantity(3),SKU(4),Product(4),Quantity(4),SKU(5),Product(5),Quantity(5),SKU(6),Product(6),Quantity(6),SKU(7),Product(7),Quantity(7),SKU(8),Product(8),Quantity(8),SKU(9),Product(9),Quantity(9),SKU(10),Product(10),Quantity(10)
Forward,"Amazon 10 kg",360494706018,"In Transit","Digitrove LLP",21779,202505080533444,PREPAID,400029,MUMBAI,10,400.8,0,0,0,0,400.8,0,36.07,36.07,472.94,2800,SOLAN,"Himachal Pradesh",173211,,"Aspen Shavings",2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 5 Kg - DKT",35655310001400,Delivered,"Digitrove LLP",21876,202505091039416,PREPAID,313001,UDAIPUR,5,197.5,0,0,0,0,197.5,0,17.78,17.78,233.05,1400,SOLAN,"Himachal Pradesh",173211,,"Aspen Shavings",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 5 Kg - DKT",35655310001422,Delivered,"Digitrove LLP",22984,202505151104081,PREPAID,400103,MUMBAI,5,197.5,0,0,0,0,197.5,0,17.78,17.78,233.05,1500,SOLAN,"Himachal Pradesh",173211,,"Aspen Chips",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310133685,Delivered,"Digitrove LLP",22985,202505151113534,PREPAID,401107,"MIRA ROAD",0.5,49,0,0,0,0,49,0,4.41,4.41,57.82,229,SOLAN,"Himachal Pradesh",173211,,"Hard Wood Chew",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310133991,Delivered,"Digitrove LLP",23076,202505161116423,PREPAID,140604,ZIRAKPUR,0.5,49,0,0,0,0,49,0,4.41,4.41,57.82,229,SOLAN,"Himachal Pradesh",173211,,"Hard Wood Chew",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 5 Kg - DKT",35655310001444,Delivered,"Digitrove LLP",23694,202505080533444-Copy,PREPAID,400029,MUMBAI,10,385,0,0,0,0,385,0,34.65,34.65,454.3,2800,SOLAN,"Himachal Pradesh",173211,,"Aspen Shavings",2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310141713,Delivered,"Digitrove LLP",24111,202505271027191,PREPAID,700141,KOLKATA,0.5,49,0,0,0,0,49,0,4.41,4.41,57.82,458,SOLAN,"Himachal Pradesh",173211,,"Hard Wood Chew",2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310149844,Cancelled,"Digitrove LLP",25010,202505310434421,COD,250001,MEERUT,1,0,0,0,0,0,0,0,0,0,0,499,SOLAN,"Himachal Pradesh",173211,,"Soft Wood Chew",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310149866,"In Transit","Digitrove LLP",25012,202505310434421-Copy,PREPAID,250001,MEERUT,1,90.25,0,0,0,0,90.25,0,8.12,8.12,106.5,998,SOLAN,"Himachal Pradesh",173211,,"Soft Wood Chew",2,,,,,,,,,,,,,,,,,,,,,,,,,,,
