AWB Number,Amount
35604310065096,2935
35604310066076,1696
35604310067465,830
35604310065155,579
35604310067211,2199
35604310055075,33685
35604310066894,1800
35604310064945,564
35604310065553,1509
35604310066124,1696
35604310065306,1590
35604310064960,1224
35604310060351,2256
35604310062392,1459
35604310064912,2888
35604310064282,2742
35604310063184,2601
35604310066463,563
35604310063125,999
35604310063906,1696
35604310062753,937
35604310058564,8340
35604310062090,8563
35604310064934,999
35604310058284,1289
35604310059323,1696
35604310065295,1486
35604310064982,830
35604310066500,1145
35604310065354,830
35604310062742,380
35604310066286,830
35604310065682,830
35604310067001,969
35604310064142,2763
35604310058866,1033
35604310056475,1170
35604310062764,1306
35604310059301,832
35604310063700,1698
35604310063280,830
35604310066916,1835
35604310060432,2248
35604310062414,1224
35604310067270,1166
35604310064046,1942
35604310067362,3436
35604310066323,944
35604310064120,1267
35604310066006,1224
35604310063523,1696
35604310066625,1696
35604310066710,1950
35604310059404,2142
35604310066010,14538
35604310065236,1166
35604310059710,4003
35604310066441,1504
35604310066920,1687
35604310059872,1051
35604310067266,2238
35604310066614,999
35604310067281,1696
35604310062672,2162
35604310064750,2821
35604310067104,813
35604310065284,1166
35604310061401,681
35604310059732,7829
35604310063803,1696
35604310065111,935
35604310067222,830
35604310066651,1145
35604310059006,1418
35604310058391,184
35604310059065,2020
35604310059032,1615
35604310063000,1173
35604310063475,1439
35604310063022,1277
35604310065715,2453
35604310065273,2552
35604310067200,830
35604310066824,227
35604310066636,937
35604310063243,2013
35604310061320,4283
35604310065870,3944
35604310059426,3492
35604310065192,713
