AWB Number,Amount
35653710013834,4965
35653710013856,4965
35653710013775,4965
35653710013440,11545
35653710014070,6455
35653710013716,5590
35653710013974,3383
35653710015271,3499
35653710013613,7847
35653710013996,8212
35653710013845,4965
35653710013790,4965
35653710013871,4965
35653710013764,5984
35653710013882,4965
35653710013893,4965
35653710013812,4965
35653710013823,4965
35653710013786,4965
35653710013392,3452
35653710013370,10388
35653710013952,7196
35653710014022,7801
35653710013300,12663
35653710013926,7040
35653710014044,7040
35653710014055,2818
35653710013576,4312
35653710013661,4315
35653710013963,4275
35653710014770,10834
35653710014814,7583
35653710013672,11094
35653710015175,6185
35653710013705,8821
35653710013683,7087
35653710013694,8301
35653710014103,13105
35653710013635,4142
35653710013650,5557
35653710015164,5313
