AWB Number,Amount
35604310568131,2028
35604310572585,3240
35604310583262,929
35604310580484,1928
35604310572342,1580
35604310582131,1581
35604310585152,1258
35604310584555,1164
35604310566941,1779
35604310561540,510
35604310584194,1509
35604310583660,844
35604310584430,844
35604310573016,388
35604310582702,860
35604310571686,809
35604310583144,1059
35604310569752,1834
35604310572375,1898
35604310555995,1325
35604310576391,1084
35604310570430,912
35604310582864,1693
35604310569052,297
35604310579062,2695
35604310564174,1309
35604310581685,2243
35604310574490,1459
35604310580580,2799
35604310571255,736
35604310576505,1009
35604310575116,1719
35604310582993,1929
35604310583074,1887
35604310582536,1027
35604310574383,1049
35604310580930,881
35604310583306,2909
35604310585244,844
35604310577371,844
35604310563662,2498
35604310561492,2282
35604310587226,2310
35604310584371,939
35604310574733,1524
35604310582890,2069
35604310582982,1556
35604310578911,1669
35604310575411,1008
35604310573031,1017
35604310566462,1788
35604310581976,1059
35604310572036,1358
35604310580300,1184
35604310564141,1549
35604310576402,1029
35604310577791,468
35604310580996,939
35604310569870,794
35604310567840,938
35604310582411,1029
35604310573182,1239
35604310575643,1863
35604310582116,844
35604310576763,3294
35604310568186,1269
35604310565902,473
35604310565331,3306
35604310582083,587
35604310583052,7219
35604310580366,1899
35604310568702,1244
35604310575046,1114
35604310578992,388
35604310570931,1059
35604310575492,2014
35604310571406,1306
35604310581350,834
35604310577603,1949
35604310567766,2754
35604310573311,1201
35604310572843,1569
35604310582912,1465
35604310559790,1666
35604310584894,1224
35604310569962,1049
35604310563636,4164
35604310568315,1388
35604310572596,2442
35604310581383,1700
35604310568116,602
35604310578465,1409
35604310562995,1049
35604310565003,1074
35604310555030,1674
35604310580344,718
35604310586051,1858
35604310574884,2033
35604310581372,929
35604310572670,1364
35604310586191,939
35604310584452,939
35604310567862,1469
35604310565283,1158
35604310574464,548
35604310590295,2052
35604310579681,1134
35604310581825,2350
35604310568595,1049
35604310590376,2486
35604310567641,1584
35604310585104,1989
35604310549334,1833
35604310575971,717
35604310580801,821
35604310579611,1094
35604310584076,1519
35604310582643,1699
35604310583122,3306
35604310579294,603
35604310575164,4533
35604310584500,1475
35604310584802,1224
35604310580941,1458
35604310574744,1094
35604310590111,653
35604310563566,834
35604310573226,1740
35604310583295,293
35604310574545,844
35604310581232,1011
35604310575551,1094
35604310583531,819
35604310590192,1061
35604310566090,764
35604310574851,2164
35604310583671,2414
35604310573274,1359
35604310585605,2057
35604310576225,844
35604310586725,713
35604310572972,2069
35604310583004,844
35604310561923,832
35604310571233,808
35604310583752,844
35604310582875,1529
35604310590402,1752
35604310566473,929
35604310586084,873
35604310585082,1379
35604310590306,3041
35604310590715,2111
35604310583284,939
35604310589116,3059
35604310584426,2433
35604310584706,1929
35604310584931,635
35604310585130,1343
35604310575702,898
35604310583111,1877
35604310573473,1744
35604310582330,888
35604310590203,1971
35604310576354,844
35604310584146,1519
35604310586014,3306
35604310569984,1181
35604310582470,939
35604310581921,968
35604310584356,1194
35604310583811,1509
35604310584382,2520
35604310588556,2186
35604310568256,1829
35604310581932,879
35604310590284,1566
35604310578885,1189
35604310582772,844
35604310574722,1584
35604310580565,844
35604310586482,1389
35604310584533,2408
35604310583236,1019
35604310583951,1059
35604310580333,829
35604310572644,2123
35604310583855,1895
35604310572736,718
35604310582551,939
35604310584286,939
35604310583240,913
35604310591452,2615
35604310582632,897
35604310572854,769
35604310575256,1919
35604310591706,1504
35604310586633,2509
35604310571266,1454
35604310585480,1084
35604310591172,1512
35604310573112,1136
35604310580823,1918
35604310580753,6065
35604310580775,4716
35604310576111,1408
35604310582466,1684
35604310583155,1784
35604310582676,348
35604310590310,1044
35604310591360,1061
35604310589105,1074
35604310590450,2084
35604310586342,3309
35604310574556,1608
35604310580764,1094
35604310571896,2347
35604310573834,939
35604310591393,1493
35604310590542,959
35604310582805,876
35604310582002,902
35604310569133,2110
35604310576612,1049
35604310563463,718
35604310562752,1974
35604310582831,906
35604310572950,842
35604310579445,768
35604310591500,2523
35604310571605,2343
35604310577835,1618
35604310587263,1084
35604310575562,1869
35604310578631,992
35604310586110,999
35604310581604,1010
35604310587086,3768
35604310579493,1408
35604310581195,1089
35604310567173,994
35604310591334,2954
35604310585233,834
35604310591684,1441
35604310573366,1028
35604310581663,1904
35604310585266,513
35604310585513,4843
35604310586596,1519
35604310580473,844
35604310573134,1824
35604310572773,388
35604310569833,974
35604310566414,1209
35604310571944,1418
35604310587112,1051
35604310571060,3609
35604310590682,1189
35604310584964,1664
35604310586972,398
35604310586224,1962
35604310572040,758
35604310573090,821
35604310572902,1194
35604310574582,844
35604310587381,1
35604310577161,1444
35604310584953,939
35604310582691,564
35604310587160,1269
35604310585830,844
35604310566285,1029
35604310576251,1514
35604310584651,1059
35604310576074,1524
35604310589175,2229
35604310559565,1907
35604310583984,939
35604310583844,1574
35604310566952,1049
35604310582282,1366
35604310567770,2586
35604310590520,1074
35604310583494,1059
35604310584441,939
35604310584150,1465
35604310581044,2029
35604310573565,717
35604310568761,424
35604310575105,2369
35604310581346,1049
35604310585616,2074
35604310586143,1809
35604310572876,1084
35604310582901,1873
35604310581486,939
35604310567825,869
35604310576321,1119
35604310583030,1914
35604310591522,1072
35604310576870,2009
35604310563883,1369
35604310563780,2466
35604310580786,1063
35604310583940,707
35604310591533,1988
35604310575293,1039
35604310577721,2109
35604310583645,1094
35604310583026,5263
35604310583682,1543
35604310581840,821
35604310584570,1059
35604310566720,2988
35604310586375,1074
35604310583634,1618
35604310572806,1094
35604310583903,1194
