AWB Number,Amount
35604310256524,1389
35604310263421,1503
35604310255673,1059
35604310260842,2736
35604310261612,1434
35604310256491,1059
35604310258521,6567
35604310257891,2438
35604310262920,1068
35604310255043,1217
35604310256896,1101
35604310258683,1916
35604310256992,1119
35604310257681,1119
35604310256196,1229
35604310256432,2994
35604310256395,2018
35604310256292,1044
35604310255710,2240
35604310256421,2018
35604310261553,2485
35604310255135,1229
35604310256071,1002
35604310261483,1044
35604310258440,1044
35604310256222,1279
35604310256793,3984
35604310253492,1198
35604310255695,1559
35604310255496,939
35604310261656,1025
35604310263546,1098
35604310258731,1198
35604310254262,1044
35604310262010,1134
35604310244554,2457
35604310251333,4505
35604310244344,2104
35604310244366,2104
35604310245976,878
35604310258554,1044
35604310256723,2990
35604310258591,3179
35604310262625,2150
35604310256115,1662
35604310257515,1044
35604310261726,939
35604310260293,1344
35604310261575,1098
35604310261866,1407
35604310258495,1044
35604310258311,1044
35604310261800,609
35604310258786,628
35604310258720,1014
35604310255323,1279
35604310261181,927
35604310261586,1098
35604310257132,1361
35604310260680,3461
35604310260536,617
35604310260282,329
35604310263211,2643
35604310259081,2885
35604310261623,128
35604310260503,507
35604310258742,4857
35604310265086,1322
35604310257176,1107
35604310262931,1299
35604310261214,1546
35604310261144,1186
35604310255614,2162
35604310257250,1279
35604310263141,2072
35604310261682,1811
35604310248146,1226
35604310264843,1504
35604310257316,1109
35604310257375,921
35604310255640,3040
35604310263734,1025
35604310261494,1197
35604310263045,939
35604310256955,2316
35604310258436,2560
35604310261564,1025
35604310260853,1535
35604310258160,1685
35604310256244,1279
35604310264681,653
35604310257246,850
35604310256362,1044
35604310256126,1279
35604310244473,1355
35604310261951,963
35604310260481,1186
35604310258661,2120
35604310256970,963
35604310257294,608
35604310263981,1059
35604310258090,1
35604310261940,1168
35604310261413,2513
35604310261752,1024
35604310261741,365
35604310261590,1695
35604310258462,513
35604310262916,1255
35604310256336,2993
35604310256406,4416
35604310263572,1498
35604310258532,1044
35604310261892,1708
