AWB Number,Amount
35653710019530,9378
35653710020263,9571
35653710019611,2809
35653710019994,848
35653710019493,6241
35653710020053,6072
35653710019412,2226
35653710019644,3720
35653710019585,2806
35653710021103,5679
35653710020440,5200
35653710020311,2844
35653710020090,11980
35653710020101,4965
35653710020915,1380
35653710019596,2
35653710019902,15157
35653710021663,2791
35653710021055,4617
35653710020591,7316
35653710021125,5154
35653710021011,1939
35653710019600,11999
35653710021162,11744
35653710020300,6097
35653710019681,4087
35653710021136,7294
