AWB Number,Amount
35653710024872,2348
35653710024360,2408
35653710024662,4747
35653710024500,7597
35653710025211,2348
35653710022912,7449
35653710023553,4478
35653710023542,4889
35653710024684,2348
35653710023446,13632
35653710023995,1440
35653710023936,5613
35653710023085,5555
35653710023623,5326
35653710024194,3798
35653710023881,606
35653710022971,4879
35653710025093,1441
35653710022853,1369
35653710024441,3433
35653710023601,3650
35653710023660,6733
35653710023656,7775
35653710024231,1748
35653710023052,4789
35653710024323,2348
35653710023844,1570
35653710025362,1441
35653710024916,2348
35653710023774,6822
35653710023671,3409
35653710025012,3954
35653710025045,3554
35653710025001,3849
35653710025034,3582
35653710025056,2348
35653710024824,12053
35653710024990,2348
35653710025314,1564
35653710024975,2348
35653710024625,19666
35653710025384,4060
35653710024146,2491
35653710024802,2348
