AWB Number,Amount
DKT-GO NDD 2kg,582
DKT-GO NDD 2kg,473
DKT-GO NDD 2kg,459
DKT-GO NDD 2kg,543
DKT-GO NDD 2kg,843.3
DKT-GO NDD 2kg,515.85
DKT-GO NDD 2kg,478
DKT-GO NDD 2kg,478
DKT-GO NDD 2kg,459
DKT-GO NDD 2kg,464
DKT-GO NDD 2kg,533.9
DKT-GO NDD 2kg,457
DKT-GO NDD 2kg,459
DKT-GO NDD 2kg,478
DKT-GO NDD 2kg,562
DKT-GO NDD 2kg,565
DKT-GO NDD 2kg,515
DKT-GO NDD 2kg,515
DKT-GO NDD 2kg,459
DKT-GO NDD 2kg,918
DKT-GO NDD 2kg,487
DKT-GO NDD 2kg,515.85
DKT-GO NDD 2kg,478
DKT-GO NDD 2kg,421
DKT-GO NDD 2kg,936
DKT-GO NDD 2kg,543
DKT-GO NDD 2kg,515.85
DKT-GO NDD 2kg,728.1
DKT-GO NDD 2kg,543
DKT-GO NDD 2kg,562
DKT-GO NDD 2kg,515.85
DKT-GO NDD 2kg,464
DKT-GO NDD 2kg,543
DKT-GO NDD 2kg,515.85
DKT-GO NDD 2kg,478
DKT-GO NDD 2kg,478
DKT-GO NDD 2kg,478
DKT-GO NDD 2kg,801
DKT-GO NDD 2kg,758.7
DKT-GO NDD 2kg,459
DKT-GO NDD 2kg,421
DKT-GO NDD 2kg,515.85
DKT-GO NDD 2kg,478
DKT-GO NDD 2kg,515.85
DKT-GO NDD 2kg,459
DKT-GO NDD 2kg,826.2
DKT-GO NDD 2kg,1086
DKT-GO NDD 2kg,459
DKT-GO NDD 2kg,478
DKT-GO NDD 2kg,459
DKT-GO NDD 2kg,459
DKT-GO NDD 2kg,478
DKT-GO NDD 2kg,543
DKT-GO NDD 2kg,543
DKT-GO NDD 2kg,489.25
DKT-GO NDD 2kg,478
DKT-GO NDD 2kg,515.85
DKT-GO NDD 2kg,1086
DKT-GO NDD 2kg,800.85
DKT-GO NDD 2kg,478
DKT-GO NDD 2kg,543
DKT-GO NDD 2kg,543
DKT-GO NDD 2kg,478
DKT-GO NDD 2kg,543
DKT-GO NDD 2kg,421
DKT-GO NDD 2kg,908.2
DKT-GO NDD 2kg,515.85
DKT-GO NDD 2kg,459
DKT-GO NDD 2kg,459
DKT-GO NDD 2kg,478
DKT-GO NDD 2kg,1040
DKT-GO NDD 2kg,1754.65
DKT-GO NDD 2kg,515
DKT-GO NDD 2kg,1086
DKT-GO NDD 2kg,1031.7
DKT-GO NDD 2kg,543
DKT-GO NDD 2kg,800.85
