AWB Number,Amount
153689150001019,2381
153689150000070,1619
153689150002666,1259
153689150001248,9490
153689150002297,1039
153689150001347,663
153689150002268,783
153689150000088,3437
153689150000427,1619
153689150000921,1769
153689150003125,1000
153689150001244,550
153689150000737,1339
153689150000263,2494
153689150000205,1451
153689150000244,1094
153689150003941,1612
153689150001605,2889
153689150000945,794
153689150003583,433
153689150000961,2634
153689150003075,5816
153689150003333,1169
153689150003757,918
153689150000743,918
153689150000765,1619
153689150000230,663
153689150003889,1252
153689150001305,1768
153689150003055,1619
153689150000246,1519
153689150000799,3394
153689150002261,2184
153689150001547,2373
153689150004018,794
153689150001807,1072
153689150002322,1518
153689150001731,779
153689150000568,1319
153689150003271,894
153689150002373,1768
153689150002395,1094
153689150003760,1619
153689150003560,894
153689150001607,2589
153689150000995,1619
153689150000992,887
153689150001640,1619
153689150003853,1482
153689150000119,999
153689150001814,894
153689150002537,1158
153689150001233,1619
153689150001299,1518
153689150002568,663
153689150003874,794
153689150001247,1094
153689150000521,1373
153689150001122,1395
153689150002283,1675
153689150001683,1467
