AWB Number,Amount
35604310442481,1
35604310442746,4
35604310421831,3309
35604310430135,1049
35604310438804,2338
35604310435503,1007
35604310442433,1
35604310442665,4
35604310437765,3
35604310432762,1049
35604310440705,1891
35604310438955,1059
35604310429951,1059
35604310432412,1912
35604310436435,1168
35604310431141,913
35604310430850,352
35604310418530,1808
35604310437253,1
35604310431115,4
35604310430054,1929
35604310419123,819
35604310427523,2533
35604310431255,895
35604310436111,768
35604310442470,1
35604310436214,2618
35604310421691,1970
35604310431056,1327
35604310439725,1481
35604310430021,2409
35604310437113,2
35604310437080,2
35604310440845,3
35604310419285,3459
35604310429984,1121
35604310416640,2581
35604310417546,1636
35604310416625,2581
35604310431303,1059
35604310431325,322
35604310432084,2398
35604310427232,2291
35604310442282,768
35604310435035,597
35604310430194,738
35604310430172,939
35604310438336,1011
35604310442304,504
35604310442035,1059
35604310430242,3812
35604310417535,1909
35604310442142,1266
35604310439530,1737
35604310438686,2476
35604310437161,1
35604310437264,1
35604310439143,3
35604310437124,2
35604310437135,2
35604310436284,2308
35604310440985,4
35604310435470,935
35604310432530,5056
35604310440370,1
35604310436995,2
35604310436951,1
35604310437743,3
35604310437242,1
35604310437205,1
35604310437323,1
35604310439950,4
35604310441000,4
35604310439165,3
35604310437312,1
35604310441044,4
35604310437275,1
35604310439902,4
35604310436940,1
35604310437194,1
35604310440952,4
35604310439305,4
35604310440941,4
35604310437334,1
35604310437032,2
35604310439294,4
35604310437091,2
35604310439880,4
35604310437006,2
35604310437290,1
35604310437286,1
35604310437054,2
35604310439224,4
35604310439681,4
35604310437172,1
35604310437183,1
35604310437356,1
35604310442326,1
35604310437216,1
35604310439180,3
35604310439235,4
35604310437146,1
35604310438196,1028
35604310438270,1604
35604310441394,1059
35604310436962,2
35604310443715,2
35604310437732,3
35604310429446,2799
35604310443671,2
35604310442702,4
35604310443623,4
35604310443833,4
35604310437231,1
35604310440801,1019
35604310438093,1704
35604310440915,2
35604310441055,2
35604310436203,939
35604310421842,1748
35604310435492,1166
35604310435864,2581
35604310421864,939
35604310416006,1068
35604310434173,1964
35604310426510,2862
35604310424141,819
35604310422520,819
35604310434836,939
35604310417476,1216
35604310430275,1531
35604310435374,2065
35604310423076,783
35604310422730,974
35604310434652,842
35604310433893,929
35604310430006,1059
35604310429726,1423
35604310430043,3683
35604310435514,1186
35604310435562,939
35604310427210,2163
35604310442400,1014
35604310419016,1686
35604310434475,1033
35604310434442,3
35604310434394,1
35604310434420,3
35604310434416,3
35604310434431,3
35604310434405,3
35604310434453,3
35604310439821,1059
35604310431454,3
35604310432784,1919
35604310436310,1049
35604310440300,1219
35604310435245,950
35604310436192,2
35604310434206,2583
35604310419392,1344
35604310440355,879
35604310427276,2233
35604310434346,1059
35604310434372,1186
35604310434125,4957
35604310416603,5455
35604310434011,1299
35604310432493,1809
35604310431432,2098
35604310431373,7
35604310419694,772
35604310434324,1
35604310434291,929
35604310429870,2715
35604310425692,2559
35604310425972,1636
35604310425950,1636
35604310431233,939
35604310426355,1934
35604310434210,939
35604310436575,1480
35604310422741,2581
35604310433624,738
35604310438340,3658
35604310415951,1216
35604310431104,1934
35604310436236,671
35604310436704,2822
35604310435433,2664
35604310418191,2335
35604310439751,2571
35604310434335,929
35604310432935,1059
35604310432655,706
35604310430426,448
35604310436590,2486
35604310433510,1809
35604310416172,3200
35604310431362,1287
35604310434092,1287
35604310436763,824
35604310435363,1
35604310440834,1941
35604310429310,1029
35604310434560,1873
35604310425880,939
35604310435525,1186
35604310436601,1029
35604310435175,1309
35604310434302,1426
35604310430091,748
35604310432865,1173
35604310421971,939
35604310434114,2
35604310435551,1689
35604310434803,1173
35604310434022,1287
35604310431281,1924
35604310431491,2354
35604310425504,1924
35604310431163,974
35604310435466,1929
35604310426462,1593
35604310430076,1186
35604310436365,1846
35604310419053,2236
35604310434630,2298
35604310438734,2409
35604310438561,869
35604310442794,477
35604310436321,1216
35604310438373,1911
35604310430496,3481
35604310442116,1158
35604310439401,1179
35604310440392,908
35604310426635,1934
35604310434685,1057
35604310436402,772
35604310430953,416
35604310434140,671
35604310433182,939
35604310431270,2192
35604310430522,1959
35604310435422,1186
35604310434490,2408
35604310435330,4313
35604310443295,1059
35604310436634,3474
35604310436505,809
35604310436520,3478
35604310429741,1922
35604310430010,1012
35604310435142,612
35604310434254,819
35604310443796,4
35604310436586,1287
35604310436273,2991
35604310440053,1059
35604310439526,1184
35604310436516,960
35604310436225,538
35604310436612,1266
35604310434221,1299
35604310435584,2157
35604310440440,1297
35604310418445,1299
35604310439003,1176
35604310430205,772
35604310431524,939
35604310441361,1554
35604310418865,2491
35604310422553,1726
35604310430581,2583
35604310431266,2408
35604310436380,939
35604310426495,2408
35604310436844,1029
35604310435573,1127
35604310431292,999
35604310434814,2227
35604310436450,1239
35604310429391,1929
35604310429822,1299
35604310429774,1929
35604310421960,392
35604310426882,2028
35604310420862,2227
35604310436682,1088
35604310429752,4140
35604310435116,6686
35604310435901,3957
35604310434151,939
35604310442186,908
35604310436262,2819
35604310421713,2533
35604310422310,1824
35604310427626,1305
35604310443004,1021
35604310426193,1262
35604310430533,762
35604310426484,2739
35604310430216,1059
35604310420416,459
35604310431174,2408
35604310430183,416
35604310433532,1924
35604310436354,1146
35604310436645,1988
35604310419425,2581
35604310421702,1216
35604310432736,2571
35604310435400,2176
35604310434136,809
35604310439095,1423
35604310431550,3745
35604310429800,1433
35604310434243,1186
35604310435385,3270
35604310438782,2398
35604310438001,2398
35604310436553,1904
35604310435595,3059
35604310436332,2048
35604310420254,1929
35604310440532,1563
35604310416253,5079
35604310426031,1059
35604310426145,4179
35604310436531,980
35604310429660,939
35604310435341,891
35604310429413,1059
35604310435455,991
35604310429936,2974
35604310422505,979
35604310419845,2956
35604310430625,1899
35604310425821,2124
35604310431465,2339
35604310437872,1029
35604310434055,1086
35604310438966,1041
35604310432224,1714
35604310440576,1058
35604310440344,806
35604310434350,470
35604310436671,671
35604310437625,1172
35604310442256,1313
35604310442643,1270
35604310438174,1135
35604310430721,2190
35604310441313,1759
35604310442503,4
35604310442341,1
35604310432434,3576
35604310442680,636
35604310437776,3
35604310441011,3
35604310442735,4
35604310442363,1
35604310437710,3
35604310439073,2164
35604310435083,1059
35604310436306,205
35604310441022,3
35604310439272,4
35604310442540,4
35604310437695,3
35604310437673,3
35604310432504,671
35604310437021,2
35604310437301,1
35604310441092,4
35604310437721,3
35604310437076,2
35604310437043,2
35604310437010,2
35604310438071,1299
35604310436936,1
35604310422096,1733
35604310438896,2013
35604310418423,2581
35604310441125,1059
35604310421912,1216
35604310437345,1
35604310439261,4
35604310442783,4
35604310431082,1929
35604310441335,1186
35604310438793,1934
35604310420055,879
35604310442691,1094
35604310442724,877
35604310442761,4
35604310442772,4
35604310442654,4
35604310438012,2338
35604310438756,1949
35604310442422,818
35604310434991,1209
35604310446095,1
35604310442982,986
35604310422726,1059
35604310441324,1059
35604310440753,448
35604310426952,579
35604310437706,3
35604310442595,4
35604310445830,1130
35604310442713,4
35604310437220,1
35604310443800,4
35604310437065,2
35604310440565,562
35604310437780,3
35604310441033,3
35604310434184,1059
35604310442536,4
35604310442514,4
35604310441556,1319
35604310442444,1409
35604310443682,4
35604310443741,4
35604310443590,4
35604310443553,1
35604310439202,4
35604310443855,4
35604310437684,3
35604310441070,4
35604310443763,4
35604310443785,4
35604310443870,4
35604310437150,1
35604310443612,2
35604310443656,2
35604310440451,2150
35604310437986,2408
