AWB Number,Amount
35604310312911,1186
35604310301044,910
35604310310564,2168
35604310314440,1331
35604310306073,778
35604310307646,748
35604310309886,1090
35604310307624,2048
35604310307580,1299
35604310310516,1360
35604310304942,2345
35604310312653,2736
35604310306040,1012
35604310305826,1058
35604310305631,1225
35604310314495,2350
35604310305060,867
35604310305476,1607
35604310309503,3318
35604310310914,1808
35604310313305,448
35604310298760,2747
35604310309934,2736
35604310311393,1216
35604310310796,939
35604310306876,2818
35604310306880,2368
35604310306773,1179
35604310309912,1101
35604310313165,2882
35604310303903,1402
35604310305653,579
35604310302945,990
35604310312093,2818
35604310312561,1298
35604310306025,1375
35604310310774,2367
35604310312885,628
35604310310030,939
35604310312992,879
35604310304975,1012
35604310314812,1713
35604310309901,772
35604310315663,1394
35604310315674,397
35604310315626,2034
35604310314580,939
35604310313585,792
35604310310634,1924
35604310306154,1027
35604310312325,939
35604310311404,1059
35604310310004,169
35604310316046,1237
35604310304544,500
35604310313014,448
35604310309385,909
35604310310822,1007
35604310309820,2754
35604310310472,1119
35604310314366,1281
35604310315254,1500
35604310310660,1628
35604310316035,5668
35604310305933,2673
35604310316680,1059
35604310309621,1504
35604310309960,2532
35604310307602,939
35604310308770,772
35604310315184,2028
35604310315265,2889
35604310315803,2496
35604310312944,4845
35604310312922,4845
35604310312955,4845
35604310305502,671
35604310314565,573
35604310305690,2986
35604310307182,2201
35604310310940,1697
35604310307554,3099
35604310314893,1026
35604310315652,938
35604310298233,1441
35604310313095,1708
35604310310741,659
35604310309584,939
35604310315372,973
35604310315696,1655
35604310316514,1218
35604310314882,939
35604310309610,947
35604310313051,1186
35604310304673,671
35604310316842,3159
35604310314952,1389
35604310309890,2090
35604310309923,1929
35604310298863,1680
35604310311006,1637
35604310314241,3420
35604310309945,460
35604310310295,1239
35604310313073,772
35604310316610,1398
35604310297382,1343
35604310310074,979
35604310296870,1130
35604310303833,1402
35604310311426,2818
35604310310586,2818
35604310310450,939
35604310315136,1164
35604310297205,1343
35604310315814,1186
35604310313132,2309
35604310309993,939
35604310314300,1299
35604310314403,628
35604310311500,4192
35604310311371,1327
35604310298874,1343
35604310315792,1373
35604310298281,2168
35604310312900,1319
35604310314915,1389
35604310310111,2064
35604310310962,426
35604310298244,1980
35604310310494,3515
35604310310052,2236
35604310304474,1025
35604310317376,1059
35604310316654,2157
35604310305605,1119
35604310316853,1164
35604310315195,1808
35604310315744,2029
35604310305535,3320
35604310314624,1298
35604310310866,939
35604310311603,2
35604310313121,943
