AWB Number,Amount
35604310384672,1433
35604310393061,1098
35604310386886,852
35604310389686,2289
35604310388684,1906
35604310389653,1025
35604310387096,3472
35604310384160,1284
35604310386282,1433
35604310389771,1299
35604310385464,1343
35604310385534,4351
35604310390736,1557
35604310389546,1389
35604310390876,707
35604310391941,999
35604310390025,1309
35604310387122,772
35604310387240,1090
35604310381706,3069
35604310388603,1929
35604310392184,1119
35604310384705,1805
35604310384145,1949
35604310384624,482
35604310387052,1039
35604310373855,1343
35604310386061,1628
35604310384720,1059
35604310390460,2124
35604310382933,2366
35604310388581,2583
35604310385582,1038
35604310385722,1130
35604310373144,1087
35604310386724,1344
35604310390040,4047
35604310388883,3159
35604310389863,929
35604310389126,939
35604310386680,961
35604310391580,1749
35604310390596,717
35604310387155,1299
35604310384753,1023
35604310386805,3338
35604310384005,4735
35604310386820,1652
35604310386783,3338
35604310386794,3337
35604310383784,2615
35604310383762,2615
35604310380623,819
35604310388043,1132
35604310389594,1025
35604310388522,1025
35604310387446,999
35604310386993,1901
35604310386540,537
35604310385965,1930
35604310389023,939
35604310382863,628
35604310386702,999
35604310388500,1689
35604310387472,1298
35604310390202,1929
35604310384392,1025
35604310388356,1279
35604310389933,664
35604310387030,1449
35604310372046,482
35604310380450,389
35604310371626,1865
35604310382351,2302
35604310382281,1908
35604310385162,1299
35604310380914,1179
35604310376191,2802
35604310387074,188
35604310374555,778
35604310387376,1808
35604310387166,939
35604310385641,1527
35604310384462,1216
35604310380225,3765
35604310381964,1919
35604310387940,448
35604310385276,1852
35604310377624,1344
35604310390880,1025
35604310382760,2176
35604310385081,1609
35604310373811,1239
35604310389804,2409
35604310385350,1873
35604310386433,850
35604310385361,1115
35604310382395,947
35604310388360,906
35604310374500,448
35604310384694,572
35604310384532,1980
35604310381301,2366
35604310385700,3914
35604310387026,1256
35604310385943,2799
35604310390924,1835
35604310378582,1599
35604310383062,999
35604310390552,1179
35604310390320,1056
35604310390154,939
35604310385383,1025
35604310385254,664
35604310381194,1593
35604310382222,1887
35604310384602,1433
35604310390950,1895
35604310383854,1272
35604310391926,1059
35604310376025,1044
35604310381334,2366
35604310385195,2289
35604310379923,1343
35604310388813,1088
35604310381625,3069
35604310383924,2533
35604310384661,2565
35604310387144,1088
35604310385545,886
35604310390445,748
35604310389712,2943
35604310389896,2401
35604310386046,1298
35604310387833,1088
35604310388371,2299
35604310387391,961
35604310388511,1929
35604310389093,939
35604310387181,939
35604310390773,2190
35604310389012,1025
35604310391355,939
35604310385420,1929
35604310387111,2169
35604310388286,1299
35604310387855,1059
35604310378674,1809
35604310387133,1907
35604310388905,1059
35604310386643,1299
35604310383832,1980
35604310390246,1059
35604310390132,4988
35604310390622,4988
35604310390121,4415
35604310389992,2937
35604310389454,1688
35604310386105,540
35604310388990,1960
35604310385221,2015
35604310387273,999
35604310389060,999
35604310391090,1599
35604310385232,628
35604310388485,791
35604310383876,2191
35604310381345,1535
35604310387100,999
35604310390412,819
35604310387590,1299
35604310391451,974
35604310370996,999
35604310389281,2528
35604310389266,2006
35604310380505,416
35604310389782,1569
35604310383891,939
35604310387380,939
35604310389922,2400
35604310389056,1134
35604310389001,939
35604310391915,1929
35604310380391,1777
35604310384086,879
35604310389082,3539
35604310391506,1179
35604310389141,1059
35604310387800,1780
35604310388441,671
35604310390423,939
35604310390541,1025
35604310385346,939
35604310366726,1179
35604310391311,939
35604310372061,772
35604310387903,2319
35604310376390,1343
35604310386934,3892
35604310386525,939
35604310387306,3393
35604310390095,1343
35604310391624,628
35604310390165,503
35604310386326,622
35604310391963,1035
35604310388006,1174
35604310389524,1665
35604310388301,1298
35604310390526,3366
35604310381415,1837
35604310382373,1059
