AWB Number,Amount
77840554676,2154
77841181095,1582
77842248993,972
80790939390,1145
77842517406,3297
80791662626,1276
80791991954,2011
80792001931,1092
80792009992,1145
80792014251,1408
80792020315,1891
80792130694,3554
80792135756,2694
80792187243,935
80792187486,830
80792200764,2274
80792223396,2523
80792225754,1145
80792231074,1906
80792236313,2268
80792240900,1145
80792256344,1906
80792257523,1906
80792260382,1240
80792264081,3533
80792273516,4608
80792277580,2011
80792281404,999
80792532365,1415
80792537755,1941
80792552363,2216
80792574520,1638
80792577714,1446
80792609623,713
80792618981,830
80792619191,999
80792621464,1604
80792621663,1269
80792623660,701
80792756085,1366
80792767075,2045
80792830134,999
80792848275,1770
80792956005,830
80792981916,830
80792988360,1145
80792992313,1145
77845320862,2694
77845342330,960
80793013770,1522
80793016485,999
80793031804,999
80793034486,1696
80793173193,2806
80793181265,3597
77845640412,969
80793285683,830
80793409104,761
80793476724,1059
80793734125,1836
80793978543,1929
