AWB Number,Amount
35604310560630,1457
35604310538624,881
35604310553825,2365
35604310555170,2335
35604310556183,1299
35604310561444,1789
35604310534026,1167
35604310547363,1635
35604310528301,426
35604310547400,925
35604310535942,1167
35604310557981,124
35604310556673,1015
35604310561805,1714
35604310541693,1167
35604310533923,2175
35604310547632,1217
35604310559856,1025
35604310556006,1289
35604310541542,1517
35604310539383,937
35604310550476,1244
35604310529771,948
35604310549452,1256
35604310532136,1497
35604310538366,1217
35604310548214,881
35604310556732,1003
35604310540971,1217
35604310555461,1351
35604310560125,1599
35604310552871,2303
35604310553442,921
35604310536712,1244
35604310541601,426
35604310546151,1823
35604310540761,2264
35604310544821,1236
35604310557314,1643
35604310561890,1000
35604310541575,1167
35604310546873,1412
35604310550712,1314
35604310554702,448
35604310553405,951
35604310538635,2437
35604310559016,836
35604310553630,790
35604310534111,1525
35604310559521,342
35604310541844,1471
35604310541822,4197
35604310562881,994
35604310548144,769
35604310555015,1082
35604310541730,2264
35604310541284,2530
35604310552160,2867
35604310562004,839
35604310548251,1693
35604310563334,3208
35604310553604,1217
35604310553792,2308
35604310561466,546
35604310553523,2085
35604310542006,1167
35604310560033,1468
35604310522760,677
35604310542835,3761
35604310556216,994
35604310553755,4560
35604310552311,1105
35604310552241,426
35604310547654,2253
35604310556290,6242
35604310538963,1167
35604310542124,840
35604310542065,2046
35604310552694,1496
35604310546674,1616
35604310540584,1984
35604310553803,729
35604310540282,1839
35604310549581,1328
35604310533466,2923
35604310548936,937
35604310559274,1006
35604310553766,937
35604310554330,1693
35604310564384,2369
35604310539910,2862
35604310550561,724
35604310533761,872
35604310529793,1167
35604310523714,4630
35604310564222,1934
35604310547002,2207
35604310564362,1119
35604310553534,828
35604310553280,937
35604310540831,2146
35604310553840,881
35604310556242,1031
35604310548542,964
35604310552926,717
35604310536734,937
35604310552134,1804
35604310546954,1298
35604310557270,1539
35604310556253,2559
35604310546313,937
35604310551482,2408
35604310530331,881
35604310550270,881
35604310548586,1217
35604310528231,4685
35604310554654,2591
35604310529454,728
35604310554164,1497
35604310528032,2375
35604310565040,1017
35604310551622,1626
35604310554540,734
35604310538845,1178
35604310545322,667
35604310557211,2659
35604310544246,1379
35604310551854,1731
35604310569413,819
35604310563776,1579
35604310553873,1195
35604310549883,1916
35604310563021,718
35604310557336,818
35604310559075,881
35604310559425,342
35604310564701,844
35604310557303,1951
35604310548166,1217
35604310556636,1061
35604310559366,2736
35604310563754,1752
35604310561632,1998
35604310563393,1794
35604310556080,4223
35604310562951,994
35604310553663,1295
35604310558946,881
35604310556021,772
35604310561433,1299
35604310549091,1041
35604310564616,2871
35604310556651,1589
35604310563872,3254
35604310563301,4199
35604310561643,2519
35604310559300,1103
35604310561945,1417
35604310562085,4276
35604310538532,1328
35604310563360,500
35604310562973,844
35604310557056,1468
35604310567965,2056
35604310553851,2866
35604310542743,698
35604310565574,1094
35604310558854,847
35604310558611,763
35604310563533,1179
35604310556485,352
35604310563356,1742
35604310561982,908
35604310570006,5920
35604310562225,1113
35604310560895,1080
35604310537622,790
35604310522410,881
35604310565552,3078
35604310548100,2141
35604310563485,1033
35604310563625,1019
35604310567313,834
35604310553674,974
35604310557255,2071
35604310556043,994
35604310565655,1444
35604310563426,1084
35604310567873,1049
35604310567895,1119
35604310550686,3035
35604310561831,1061
35604310567626,1268
35604310538646,562
35604310570080,2261
35604310565191,888
35604310563076,1393
35604310565154,889
35604310566392,1194
35604310566101,4419
35604310554186,1413
35604310568282,495
35604310553884,1025
35604310569343,2042
35604310553383,661
35604310559764,1
35604310570253,1793
35604310550550,828
35604310560324,830
35604310538392,948
35604310552580,728
35604310558644,961
35604310564594,653
35604310549146,1827
35604310517366,810
35604310532593,1760
35604310553615,1105
35604310563161,2018
35604310558773,1886
35604310543476,2315
35604310565084,398
35604310526330,1878
35604310559145,831
35604310556334,768
35604310562214,1025
35604310547175,1167
35604310527995,870
35604310563710,1809
35604310568444,1269
35604310521861,881
35604310570010,3094
35604310550126,1217
35604310563920,844
35604310532302,1167
35604310564060,3558
35604310564012,3558
35604310563931,994
35604310564454,894
35604310556194,2259
35604310566403,1180
35604310554153,3025
35604310556301,2529
35604310529034,2538
35604310565342,1499
35604310543690,3406
35604310553453,1244
35604310563603,2244
35604310534295,2308
35604310553696,1871
35604310541752,1693
35604310564340,1924
35604310541833,2937
35604310552414,937
35604310562122,1980
35604310561901,2899
35604310538996,1783
35604310563430,663
35604310556205,818
35604310565121,2809
35604310565353,1934
35604310562531,1541
35604310553932,1818
35604310532464,1217
35604310563592,2065
35604310565821,908
35604310568293,1588
35604310565876,2006
35604310563835,1138
35604310542931,5007
35604310542920,4465
35604310558740,993
35604310554584,959
35604310524506,881
35604310567652,2490
35604310564686,844
35604310561374,1034
35604310568886,2760
35604310570205,914
35604310568864,4034
35604310550314,1244
35604310552543,870
35604310568982,1704
35604310550454,560
35604310546254,1328
35604310554175,2408
35604310530143,3075
35604310553206,920
35604310540234,768
35604310546055,1344
35604310543745,4560
35604310546770,728
35604310566930,1924
35604310547444,1167
35604310536126,1837
35604310551795,1167
35604310551261,5656
35604310553545,3054
35604310528846,1167
35604310551865,4473
35604310567136,808
35604310562940,1236
35604310551751,881
35604310553943,426
35604310541704,1105
