AWB Number,Amount
I79848384,1077
I23520436,2067
I79992939,497
I79992941,1868
I24436538,1934
I24437764,1189
I26624212,1059
I26626175,1726
I26626377,2069
I26626383,867
I26626911,1418
I26626912,867
I26626915,1664
I26627194,4068
I26627204,1068
I26627205,3069
I26627225,1719
I26627241,789
I26627264,803
I26627266,844
I26628402,1664
I26628859,1929
I26629081,1777
I26629133,977
I26629425,1
I26629615,939
I26627202,1219
I26627234,763
I26628070,758
I26629762,1070
I26629775,370
I26630245,3483
I79993632,961
I26630266,881
I79993634,1497
I79994178,1879
I79994267,2475
I82126662,1469
I82126732,2408
I82128316,864
I82128555,1750
I82129014,1159
I82129015,206
I84899635,1700
I84899861,2608
I84900148,247
I84900162,376
I84899856,1299
I84899966,2034
I84899974,1297
I85244053,1168
I84900245,772
I85245200,2102
I85245208,1035
I85245210,1589
I85245249,1049
I85245687,1223
I85245688,663
I85245686,1932
I85246052,1118
I85246020,966
