AWB Number,Amount
35604310195856,1298
35604310193130,772
35604310188020,1729
35604310190481,1836
35604310190691,2406
35604310193911,7170
35604310195274,1617
35604310195554,1399
35604310193524,1045
35604310193745,991
35604310195134,1496
35604310190551,1114
35604310192555,1058
35604310193723,2080
35604310191041,1405
35604310190750,7330
35604310193546,2469
35604310190083,1066
35604310192360,1668
35604310198321,1080
35604310191866,1298
35604310189954,628
35604310191380,4685
35604310193756,1282
35604310192765,823
35604310195226,1298
35604310194191,1381
35604310193690,5056
35604310191085,1013
35604310194121,939
35604310191321,2901
35604310195090,1372
35604310195635,1173
35604310193561,3595
35604310195215,1381
35604310193900,1912
35604310192264,1408
35604310196162,2454
35604310193830,1473
35604310190072,1049
35604310190746,1059
35604310190024,807
35604310195495,1517
35604310192312,807
35604310190831,1059
35604310198240,1059
35604310198181,1041
35604310189976,670
35604310196571,1052
35604310194983,1171
35604310193115,1599
35604310191940,1233
35604310191391,625
35604310193594,1729
35604310196744,1298
35604310194283,1988
35604310198310,1154
35604310193896,1260
35604310194353,1121
35604310191564,2457
35604310190385,1117
35604310193620,1199
35604310193211,3281
35604310196350,1339
35604310196140,611
35604310196416,2575
35604310196475,1197
35604310196755,898
35604310195020,1376
35604310186071,1298
35604310198111,1836
35604310194961,1028
35604310195160,941
35604310196770,1298
35604310195042,1140
35604310198354,2559
35604310196545,835
35604310193686,1011
35604310190761,1059
35604310195716,989
