AWB Number,Amount
153689150000308,1943
153689150001215,1687
153689150003190,5526
153689150001912,1564
153689150000495,860
153689150002833,1775
153689150002745,867
153689150003735,5515
153689150000339,1059
153689150004040,977
153689150001114,2325
153689150001647,1467
153689150000395,977
153689150003729,2499
153689150003175,1725
153689150000276,1246
153689150003801,1775
153689150000185,867
153689150002188,1725
153689150002059,867
153689150003660,1725
153689150001364,1395
153689150003593,1374
153689150003311,1
153689150003892,1
153689150000552,1
153689150001652,1664
153689150003180,2859
153689150000298,1513
153689150003052,2153
153689150001680,2143
153689150002609,867
153689150000889,2054
153689150002877,1298
153689150002992,3326
153689150003342,1
153689150000634,867
153689150002705,3741
153689150001548,427
153689150002428,1246
153689150003901,1664
153689150002531,4339
153689150001042,1774
