AWB Number,Amount
35604310188064,1916
35604310188344,5194
35604310184715,4544
35604310191752,2069
35604310184671,1028
35604310190842,467
35604310187482,913
35604310191586,1627
35604310184940,818
35604310182571,928
35604310182221,1315
35604310186955,1780
35604310186550,2999
35604310185080,1416
35604310184903,2834
35604310189626,2516
35604310188123,2064
35604310184601,1268
35604310188296,1598
35604310176094,3619
35604310182814,748
35604310188311,1489
35604310187106,1298
35604310179664,974
35604310190326,939
35604310184785,3509
35604310187202,1298
35604310184914,1313
35604310188274,1226
35604310188300,479
35604310184811,2418
35604310187810,939
35604310191811,3004
35604310192356,1425
35604310182335,1029
35604310183234,1298
35604310188193,2588
35604310191236,2631
35604310184704,1191
35604310191973,1299
35604310189840,2166
35604310186690,1130
35604310184866,1539
35604310190735,939
35604310187246,1332
35604310186896,1539
35604310191063,3218
35604310193480,2839
35604310191671,1059
35604310187283,3380
35604310191575,1229
35604310191225,1059
35604310184682,1239
35604310191516,1303
35604310188683,1429
35604310191015,1237
35604310192290,1693
35604310192043,1869
35604310187913,998
35604310192570,541
35604310190982,1213
35604310189313,909
35604310187600,939
35604310187703,834
35604310192511,1298
35604310192603,491
35604310191590,1226
35604310192905,1449
35604310188952,1361
35604310188580,1532
35604310192496,898
35604310193314,2130
35604310191881,1298
35604310191262,1206
35604310184844,5720
35604310190046,529
35604310191505,2469
35604310194305,2908
35604310191822,1298
35604310191240,3648
35604310191634,1415
35604310190190,1873
35604310191531,903
35604310192721,1305
35604310190621,939
35604310190536,1227
35604310186922,834
35604310192371,1028
35604310178802,2620
35604310184004,1498
35604310193631,876
35604310189770,1059
35604310192135,274
35604310190245,4065
35604310190341,2204
35604310190374,1638
35604310193535,2506
35604310192592,597
35604310192776,823
35604310192080,823
35604310190282,4148
35604310190492,1656
35604310190013,1095
35604310191461,1114
35604310191144,2049
35604310192474,352
35604310190783,1465
35604310193502,939
35604310190901,2022
35604310190396,2804
35604310192054,835
35604310190886,2022
35604310191472,834
35604310190562,1095
35604310179270,1638
35604310191903,825
35604310193174,1259
35604310190772,2605
35604310188495,939
35604310191251,1299
35604310188462,1748
35604310192710,1032
35604310189980,965
35604310191855,841
35604310190411,939
35604310187865,1689
35604310190794,2755
35604310190444,3142
35604310190724,1059
35604310192614,3922
35604310190164,3373
35604310192205,2799
35604310187666,1080
35604310179900,1152
35604310191074,1446
35604310189420,1119
35604310192463,1196
35604310191494,1154
35604310189943,756
35604310190260,1149
35604310159806,6956
35604310187994,835
35604310190680,1059
35604310189991,449
35604310192452,364
35604310188451,3736
35604310187320,2169
35604310190470,908
35604310192065,2190
35604310190864,1238
35604310190540,3317
35604310192286,835
35604310178850,772
35604310190002,1095
35604310191343,939
35604310190061,2114
35604310187014,1256
35604310190934,1929
35604310194342,798
35604310183702,1180
35604310190293,939
35604310191354,1059
35604310187235,876
35604310190234,1059
35604310190035,798
35604310194530,1199
35604310191166,1425
35604310190514,1668
35604310191553,1627
35604310190960,880
35604310191925,3736
35604310189711,1327
35604310192544,1533
35604310193303,312
35604310192010,928
35604310190525,1593
35604310190455,1059
35604310192253,1114
35604310191450,1929
35604310190131,1059
35604310192441,683
35604310190304,1317
35604310189932,540
35604310191133,1012
35604310190573,991
35604310188510,939
35604310191542,1028
35604310190212,1368
35604310190912,1868
35604310190256,3507
35604310187983,536
35604310189254,628
35604310187574,939
35604310191446,1607
35604310192430,1189
35604310190363,1412
35604310191214,2394
35604310193793,1299
35604310162632,1352
35604310191030,1236
35604310193815,1627
35604310189722,2362
35604310193410,367
35604310187530,1644
35604310192183,3602
35604310191310,1339
35604310190702,939
35604310193874,2831
35604310191155,2609
35604310191951,1513
35604310190820,2722
35604310188506,1274
35604310193454,1088
35604310193141,1011
35604310190466,1059
35604310191660,1764
35604310191623,1517
35604310193351,4121
35604310192415,1194
35604310193362,2238
35604310192533,1252
35604310189910,487
35604310192500,1095
35604310192021,507
35604310192732,1070
35604310191870,455
35604310191914,823
35604310190050,999
35604310193255,1436
35604310191203,1186
35604310194552,812
35604310194250,1119
35604310194235,577
35604310194412,998
35604310193233,1448
35604310190352,748
35604310195823,1298
35604310191435,1294
35604310193421,1353
35604310186082,1098
35604310191424,1689
35604310191306,1140
35604310190853,939
35604310193395,1204
35604310194143,1309
35604310194375,1067
35604310191052,1237
35604310192673,1266
35604310192684,1399
35604310190606,1665
35604310190665,1089
35604310193852,3174
35604310194213,1006
35604310191601,1872
35604310192242,1217
35604310190223,1059
35604310193760,939
35604310192404,1548
35604310190945,1616
35604310194202,1823
35604310194482,2656
35604310191520,1341
35604310190610,939
35604310190595,1059
35604310190400,1403
35604310193185,1081
35604310193336,1299
35604310191645,1237
35604310191332,1507
35604310194154,1012
