AWB Number,Amount
80786044253,1066
80786168131,2169
80787162186,999
80787171673,999
80787206404,1133
80787297345,999
80787300731,999
80787317726,3054
80787323971,993
80787433182,999
80787475974,2364
80787595490,999
80787612474,1217
80787617956,1899
80787620222,1343
80787632450,1217
80787632800,1805
80787649983,3933
80787651092,1748
80787658674,538
80787720926,768
80787805884,1805
80787806470,1357
80787813805,881
80787817552,1412
80787818856,1288
80787822021,867
80788119145,939
80788122310,1059
80788135400,1939
80788156481,1924
80788159546,3888
80788164133,3399
80788166314,1237
80788175145,1498
80788185435,1607
80788267140,1869
80788275330,2029
80788370036,969
80788405202,910
80788406952,594
80788418885,1059
80788423645,1836
80788463022,1026
80788469005,2598
80788511160,1237
80788546053,1309
80788546720,1778
80788547884,1929
