AWB Number,Amount
HL68716082024,958
HL68716084241,896
HL68716084243,1224
HL68716084255,896
HL68716085871,478
HL68716086326,984
HL68716086358,843
HL68716086467,543
HL68716086514,516
HL68716086842,516
HL68716086897,568
HL68716087154,1223
HL68716087157,683
HL68716087166,1213
HL68716087178,1928
HL68716087493,478
HL68716087501,478
HL68716087502,464
HL68716087503,550
HL68716087513,516
HL68716087522,516
HL68716087527,446
HL68716087528,773
HL68716087538,935
HL68716087619,908
HL68716087709,478
HL68716087720,459
HL68716087748,478
HL68716087750,543
HL68716087842,444
HL68716087963,655
HL68716087969,516
HL68716087972,478
HL68716087982,1420
HL68716088020,1030
HL68716088035,515
HL68716088045,478
HL68716088047,515
HL68716088051,489
HL68716088089,634
HL68716088111,846
HL68716088141,935
HL68716088176,516
HL68716088179,1223
HL68716088202,1242
HL68716088316,867
HL68716088400,4211
HL68716088477,516
HL68716088482,2202
HL68716088505,896
HL68716088508,864
HL68716088537,1030
HL68716088569,2117
HL68716088634,424
HL68716088702,1562
HL68716088952,457
HL68716088954,457
HL68716089196,1223
HL68716089202,801
HL68716089204,553
HL68716089210,2398
HL68716089212,3333
HL68716089217,974
HL68716089230,844
HL68716089233,784
HL68716089621,447
HL68716089622,516
HL68716089634,984
HL68716089642,543
HL68716089677,426
HL68716089700,515
HL68716089741,543
HL68716089757,516
HL68716089759,1694
HL68716089770,489
HL68716089785,478
HL68716089839,1045
HL68716089974,421
HL68716089977,522
HL68716090001,726
HL68716090076,478
HL68716090080,478
HL68716090426,2
HL68716090434,1334
HL68716090459,489
HL68716090522,478
HL68716090562,464
HL68716090574,550
HL68716090577,247
HL68716090591,1645
HL68716090629,562
HL68716090658,924
HL68716090659,550
HL68716090707,294
HL68716090732,1635
HL68716090756,516
HL68716090779,674
HL68716090784,236
HL68716090862,549
HL68716090867,421
HL68716091242,844
HL68716091269,1
HL68716091270,2056
HL68716091272,1049
HL68716091693,528
HL68716091694,516
HL68716091700,478
HL68716091702,478
HL68716091708,478
HL68716091709,516
HL68716091823,801
HL68716091873,464
HL68716091902,979
HL68716091923,478
HL68716091957,543
HL68716091959,543
HL68716091960,543
HL68716091968,979
HL68716091996,2846
HL68716092005,304
HL68716092060,528
HL68716092088,844
HL68716092121,871
HL68716092126,5775
HL68716092130,549
HL68716092138,956
HL68716092213,1359
HL68716079683,1708
HL68716092551,1049
HL68716092556,854
HL68716092575,516
HL68716092627,1164
HL68716092773,1891
HL68716092814,593
HL68716092845,516
HL68716092873,543
HL68716092898,489
HL68716092951,1100
HL68716093012,515
HL68716093140,816
HL68716093144,1279
HL68716093169,735
HL68716093179,1638
HL68716093206,1894
HL68716094329,421
HL68716094333,550
HL68716094337,970
HL68716094357,489
HL68716094367,478
HL68716094460,543
HL68716094472,1032
HL68716094536,1209
HL68716094542,489
HL68716094606,543
HL68716094621,527
HL68716094632,464
HL68716094761,457
HL68716094788,478
HL68716094822,478
HL68716094843,1632
HL68716094892,478
HL68716094927,516
HL68716094982,516
HL68716095091,409
HL68716095092,801
HL68716095093,801
HL68716095097,543
HL68716095098,793
HL68716095134,543
HL68716095141,478
HL68716095164,478
HL68716095170,722
HL68716095174,956
HL68716095199,890
HL68716095204,579
HL68716095290,489
HL68716095363,527
HL68716095547,459
HL68716095562,478
HL68716095653,543
HL68716095680,472
HL68716095701,515
HL68716095737,934
HL68716095748,543
HL68716095754,515
HL68716095788,478
HL68716095917,1321
HL68716095926,952
HL68716095978,6723
HL68716096026,543
HL68716096112,683
HL68716096153,478
HL68716096172,1304
HL68716096226,2621
HL68716096349,516
HL68716096358,421
HL68716096374,543
HL68716096401,516
HL68716096639,478
HL68716098435,774
HL68716098670,2537
HL68716098981,844
HL68716099048,700
HL68716099603,2126
HL68716099664,2032
HL68716099675,2528
HL68716099734,1039
HL68716100470,1306
HL68716100994,2285
