AWB Number,Amount
35604310212402,1462
35604310214152,1224
35604310214874,2073
35604310207981,55
35604310214992,909
35604310208600,777
35604310210943,3094
35604310210265,2239
35604310214675,1399
35604310212936,952
35604310215390,3507
35604310208530,2398
35604310179944,2584
35604310210313,2130
35604310208456,2830
35604310212881,1194
35604310215585,2309
35604310217545,1278
35604310208316,1224
35604310208025,2578
35604310208375,1224
35604310212951,1119
35604310208784,1125
35604310212461,1386
35604310212984,1447
35604310213872,1287
35604310212903,2703
35604310212133,2704
35604310199290,1066
35604310215471,510
35604310211293,2039
35604310212225,1034
35604310211761,999
35604310214362,1448
35604310209786,1194
35604310214200,1819
35604310209963,1714
35604310212015,1504
35604310211783,1608
35604310212214,1609
35604310215482,999
35604310212800,1075
35604310211573,1783
35604310210711,1706
35604310211481,2098
35604310211503,2378
35604310198590,2004
35604310210954,404
35604310214303,598
35604310212914,1138
35604310209801,362
35604310215305,1196
35604310211514,1025
35604310209834,1166
35604310211735,1126
35604310214255,76
35604310213990,1229
35604310210055,1428
35604310208051,1432
35604310212170,2039
35604310209871,4655
35604310209775,1090
35604310210276,2316
35604310210232,932
35604310212413,5271
35604310208950,1042
35604310210840,2962
35604310212450,859
35604310212435,1959
35604310212796,1157
35604310211330,1373
35604310211422,804
35604310212870,1154
35604310211632,1714
35604310209731,1194
35604310199533,539
35604310202160,869
35604310213533,1229
35604310211772,1392
35604310201143,3026
35604310212181,1033
35604310211805,713
35604310209252,1049
35604310210626,1393
35604310211466,804
35604310208176,1126
35604310198866,2213
35604310209392,1298
35604310211562,1504
35604310214745,1479
35604310211223,832
35604310214071,1811
35604310210302,1502
35604310214233,804
35604310213301,352
35604310211750,1467
35604310210125,1226
35604310208445,1123
35604310213754,867
35604310208331,1812
35604310210000,1427
35604310209996,1665
35604310207852,1714
35604310207686,1812
35604310208106,2039
35604310207701,1364
35604310207885,1714
35604310207826,1812
35604310182560,1047
35604310208224,1181
35604310199286,1587
35604310212973,2571
35604310208493,1138
35604310209521,322
35604310211525,1224
35604310181241,2362
35604310215235,3200
35604310212236,1300
35604310184656,2400
35604310211131,1033
35604310211492,1163
35604310210770,961
35604310215670,668
35604310213824,334
35604310213231,5488
35604310213430,653
35604310213850,598
35604310215375,999
35604310211691,3452
35604310213043,2440
35604310213953,1462
35604310215342,1049
35604310215353,2113
35604310212203,1399
35604310207104,166
35604310212424,2634
35604310215530,1194
35604310201773,1059
35604310212240,1432
35604310178161,1175
35604310215320,2453
35604310208854,1189
35604310213485,1812
35604310215445,1616
35604310209506,1224
35604310212660,1959
35604310211400,1214
35604310211385,1714
35604310211396,1214
35604310211411,1214
35604310214690,2572
35604310214480,1119
35604310203350,1152
35604310213846,1119
35604310214502,1084
35604310199802,1170
35604310199570,1343
35604310216425,164
35604310217066,164
35604310202086,1266
35604310213776,6548
35604310214185,2267
35604310214421,898
35604310215515,428
35604310216160,811
35604310216963,1030
35604310215316,1709
35604310214955,1410
35604310215003,1088
35604310208386,944
35604310211536,870
35604310213452,1264
35604310214406,3060
35604310210464,1329
35604310212122,2104
35604310214535,824
35604310214513,720
35604310212811,1194
35604310213076,961
35604310211470,1422
35604310208154,1279
35604310215541,1714
35604310214045,1119
35604310214981,129
35604310216834,1298
35604310214244,1086
