"Bill Type",Carrier,"AWB Number","Shipment Status","Seller Company Name","Shipment ID","Order ID","Payment Type",Pincode,City,"Charged Weight","Foward Freight","RTO Freight","Extra Wgt Charges","RTO Extra Wgt Charges","COD Charges","Sub Total",IGST,SGST,CGST,"Grand Total","Order Amount","Warehouse City","Warehouse State","Warehouse Pin Code",SKU(1),Product(1),Quantity(1),SKU(2),Product(2),Quantity(2),SKU(3),Product(3),Quantity(3),SKU(4),Product(4),Quantity(4),SKU(5),Product(5),Quantity(5),SKU(6),Product(6),Quantity(6),SKU(7),Product(7),Quantity(7),SKU(8),Product(8),Quantity(8),SKU(9),Product(9),Quantity(9),SKU(10),Product(10),Quantity(10)
Forward,"Delhivery 5 Kg - DKT",35655310001455,Cancelled,Namo,24724,202505131213516-Copy,COD,201310,NOIDA,5,0,0,0,0,0,0,0,0,0,0,317,NOIDA,"Uttar Pradesh",201310,123-kki,Book,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Blue Dart Air 500 gms",80810062830,Cancelled,Namo,24864,202505131213516-Copy,COD,201310,NOIDA,0.5,0,0,0,0,0,0,0,0,0,0,317,NOIDA,"Uttar Pradesh",201310,123-kki,Book,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Blue Dart Air 500 gms",80810072490,Cancelled,Namo,24865,202505131213516-Copy,COD,201310,NOIDA,0.5,0,0,0,0,0,0,0,0,0,0,317,NOIDA,"Uttar Pradesh",201310,123-kki,Book,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310148536,Cancelled,Namo,24866,202505131213516-Copy,COD,201310,NOIDA,0.5,0,0,0,0,0,0,0,0,0,0,317,NOIDA,"Uttar Pradesh",201310,123-kki,Book,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310148540,Cancelled,Namo,24867,202505131213516-Copy,COD,201310,NOIDA,0.5,29.5,0,0,0,32.5,62,11.16,0,0,73.16,317,NOIDA,"Uttar Pradesh",201310,123-kki,Book,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
