"Bill Type",Carrier,"AWB Number","Shipment Status","Seller Company Name","Shipment ID","Order ID","Payment Type",Pincode,City,"Charged Weight","Foward Freight","RTO Freight","Extra Wgt Charges","RTO Extra Wgt Charges","COD Charges","Sub Total",IGST,SGST,CGST,"Grand Total","Order Amount","Warehouse City","Warehouse State","Warehouse Pin Code",SKU(1),Product(1),Quantity(1),SKU(2),Product(2),Quantity(2),SKU(3),Product(3),Quantity(3),SKU(4),Product(4),Quantity(4),SKU(5),Product(5),Quantity(5),SKU(6),Product(6),Quantity(6),SKU(7),Product(7),Quantity(7),SKU(8),Product(8),Quantity(8),SKU(9),Product(9),Quantity(9),SKU(10),Product(10),Quantity(10)
Forward,"Delhivery 5 Kg - DKT",35655310000346,Cancelled,"Digitrove LLP",11469,202503080108058,PREPAID,560077,BANGALORE,5,0,0,0,0,0,0,0,0,0,0,1500,SOLAN,"Himachal Pradesh",173211,,"Aspen Chips",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 5 Kg - DKT",35655310000350,Delivered,"Digitrove LLP",11471,202503080108058,PREPAID,560077,BANGALORE,5,194.34,0,0,0,0,194.34,0,17.49,17.49,229.32,1500,SOLAN,"Himachal Pradesh",173211,,"Aspen Chips",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310068806,Cancelled,"Digitrove LLP",12029,202503120652371,PREPAID,560067,BANGALORE,0.5,0,0,0,0,0,0,0,0,0,0,229,SOLAN,"Himachal Pradesh",173211,,"Hard Wood Chew",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310069893,Delivered,"Digitrove LLP",12457,202503150328037,PREPAID,110026,"NEW DELHI",0.5,45.51,0,0,0,0,45.51,0,4.1,4.1,53.7,229,SOLAN,"Himachal Pradesh",173211,,"Hard Wood Chew",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery Air 500 gms - DKT",35604310072866,Delivered,"Digitrove LLP",12977,202503180504035-Copy,PREPAID,560064,BANGALORE,0.5,59.04,0,0,0,0,59.04,0,5.31,5.31,69.67,229,SOLAN,"Himachal Pradesh",173211,,"Hard Wood Chew",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Xpressbees 500 gms - DKT",153689150104873,Delivered,"Digitrove LLP",13387,202503200229525,PREPAID,600042,CHENNAI,0.5,45.6,0,0,0,0,45.6,0,4.1,4.1,53.81,229,SOLAN,"Himachal Pradesh",173211,,"Hard Wood Chew",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 5 Kg - DKT",35655310000630,Delivered,"Digitrove LLP",13840,202503241100249,PREPAID,410210,"NEW PANVEL",5,194.34,0,0,0,0,194.34,0,17.49,17.49,229.32,1400,SOLAN,"Himachal Pradesh",173211,,"Aspen Shavings",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310084114,Delivered,"Digitrove LLP",14220,202503261043532,PREPAID,600010,CHENNAI,0.5,45.51,0,0,0,0,45.51,0,4.1,4.1,53.7,499,SOLAN,"Himachal Pradesh",173211,,"Soft Wood Chew",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 10 Kg - DKT",35649410000022,Cancelled,"Digitrove LLP",14259,202503261159301,PREPAID,122018,GURGAON,19,0,0,0,0,0,0,0,0,0,0,5600,SOLAN,"Himachal Pradesh",173211,,"Aspen Shavings",4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 10 Kg - DKT",35649410000033,Delivered,"Digitrove LLP",14261,202503261159301,PREPAID,122018,GURGAON,19,688.81,0,0,0,0,688.81,0,61.99,61.99,812.79,5600,SOLAN,"Himachal Pradesh",173211,,"Aspen Shavings",4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310090510,Delivered,"Digitrove LLP",14938,202503311205194,PREPAID,700141,KOLKATA,0.5,45.51,0,0,0,0,45.51,0,4.1,4.1,53.7,229,SOLAN,"Himachal Pradesh",173211,,"Hard Wood Chew",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310091372,Delivered,"Digitrove LLP",15042,202503310620168,PREPAID,560036,BANGALORE,0.5,45.51,0,0,0,0,45.51,0,4.1,4.1,53.7,229,SOLAN,"Himachal Pradesh",173211,,"Hard Wood Chew",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
