"Bill Type",Carrier,"AWB Number","Shipment Status","Seller Company Name","Shipment ID","Order ID","Payment Type",Pincode,City,"Charged Weight","Foward Freight","RTO Freight","Extra Wgt Charges","RTO Extra Wgt Charges","COD Charges","Sub Total",IGST,SGST,CGST,"Grand Total","Order Amount","Warehouse City","Warehouse State","Warehouse Pin Code",SKU(1),Product(1),Quantity(1),SKU(2),Product(2),Quantity(2),SKU(3),Product(3),Quantity(3),SKU(4),Product(4),Quantity(4),SKU(5),Product(5),Quantity(5),SKU(6),Product(6),Quantity(6),SKU(7),Product(7),Quantity(7),SKU(8),Product(8),Quantity(8),SKU(9),Product(9),Quantity(9),SKU(10),Product(10),Quantity(10)
Forward,"Pickndel 500gm(NDD)",PD5127750,Cancelled,Demo,10646,668506,PREPAID,110001,NAGALAND,0.5,0,0,0,0,0,0,0,0,0,0,2290,GURGAON,Haryana,110001,R100,"Reedle Shot 100 Essence 50ml",1,BL01WAC00480005000," Madagascar Centella Cream 30ml",1,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Xpressbees 2 Kg - DKT",153700550001642,Cancelled,Demo,10647,668506,PREPAID,110001,NAGALAND,4,0,0,0,0,0,0,0,0,0,0,2290,GURGAON,Haryana,110001,R100,"Reedle Shot 100 Essence 50ml",1,BL01WAC00480005000," Madagascar Centella Cream 30ml",1,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Pickndel 500gm (SDD)",PD5148964,Cancelled,Demo,10961,668506,PREPAID,110001,NAGALAND,0.5,0,0,0,0,0,0,0,0,0,0,2290,Delhi,"New Delhi",110001,R100,"Reedle Shot 100 Essence 50ml",1,BL01WAC00480005000," Madagascar Centella Cream 30ml",1,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Pickndel 500gm (SDD)",PD5212410,Cancelled,Demo,12034,668506,PREPAID,110001,NAGALAND,0.5,0,0,0,0,0,0,0,0,0,0,2290,Delhi,"New Delhi",110001,R100,"Reedle Shot 100 Essence 50ml",1,BL01WAC00480005000," Madagascar Centella Cream 30ml",1,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Pickndel 500gm (SDD)",PD5241943,Cancelled,Demo,12588,668506,PREPAID,110001,NAGALAND,3.5,0,0,0,0,0,0,0,0,0,0,2290,CHANDIGARH,Uttarakhand,160045,R100,"Reedle Shot 100 Essence 50ml",1,BL01WAC00480005000," Madagascar Centella Cream 30ml",1,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Pickndel 500gm (SDD)",PD5244479,Cancelled,Demo,12589,testt-22,PREPAID,110001,NAGALAND,3.5,0,0,0,0,0,0,0,0,0,0,2290,CHANDIGARH,Uttarakhand,160045,R100,"Reedle Shot 100 Essence 50ml",1,BL01WAC00480005000," Madagascar Centella Cream 30ml",1,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Pickndel 500gm (SDD)",PD5244932,Cancelled,Demo,12590,testt-22,PREPAID,110001,NAGALAND,3.5,0,0,0,0,0,0,0,0,0,0,2290,CHANDIGARH,Uttarakhand,160045,R100,"Reedle Shot 100 Essence 50ml",1,BL01WAC00480005000," Madagascar Centella Cream 30ml",1,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Pickndel 500gm (SDD)",PD5244436,Cancelled,Demo,12592,668506,PREPAID,110001,NAGALAND,3.5,0,0,0,0,0,0,0,0,0,0,2290,CHANDIGARH,Uttarakhand,160045,R100,"Reedle Shot 100 Essence 50ml",1,BL01WAC00480005000," Madagascar Centella Cream 30ml",1,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Ecom Express 500 gms",411011711688,Cancelled,Demo,12744,#1083,COD,110001,Delhi,0.5,0,0,0,0,0,0,0,0,0,0,118,Delhi,"New Delhi",110001,,"T shirts",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DTDC Air 500 gms",7X4103378,Cancelled,Demo,12852,#1090,PREPAID,110001,Delhi,0.5,0,0,0,0,0,0,0,0,0,0,590,Delhi,"New Delhi",110001,,Book,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
